carrier,node,time_operation,value_scenario_MC1,value_scenario_MC2,value_scenario_MC3,value_scenario_MC4,value_scenario_MC5,value_scenario_MC6,value_scenario_MC7,value_scenario_MC8,value_scenario_MC9
Aluminium,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUS,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,AUT,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,BRA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CHN,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,CZE,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,DEU,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ITA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,JPN,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,KOR,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROE,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,ROW,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium,USA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUS,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,AUT,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,BRA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CHN,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,CZE,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,DEU,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,ITA,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,JPN,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,KOR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,KOR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,KOR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,KOR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,KOR,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,KOR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,KOR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,KOR,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite,KOR,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
